key,program_type,catalog_url,duration,difficulty,title,summary,skills
cd11531,PaidCourse,https://www.udacity.com/course/data-lakes-and-lakehouses-with-spark-and-azure-databricks--cd11531,19 days,Intermediate,Data lakes and Lakehouses with Spark and Azure Databricks,Learn about the big data ecosystem and how to use Spark to work with massive datasets. Learners will also store big data in a data lake and develop Lakehouse architecture on the Azure Databricks platform. ,"['Apache Spark', 'Big data fluency', 'Data lakes', 'Databricks']"
cd11530,PaidCourse,https://www.udacity.com/course/cloud-data-warehouses-with-azure--cd11530,19 days,Intermediate,Cloud Data Warehouses with Azure,"In this course, you will learn to create cloud-based data warehouses and sharpen your data warehousing skills, deepen your knowledge of data infrastructure, and be introduced to data engineering on the cloud using Azure.","['Azure Synapse Analytics', 'Azure blob storage', 'Azure portal', 'Cloud computing fluency', 'Data extraction', 'Data warehouse architecture', 'Database fundamentals', 'Infrastructure as code', 'Olap cubes', 'SQL databases in Azure']"
cd11524,PaidCourse,https://www.udacity.com/course/business-analytics-fluency--cd11524,8 days,Fluency,Business Analytics Fluency,"In this course, you will learn fundamental topics of business analytics. You will learn how to use data to drive business decisions and solve business problems.",['Business Analytics Fluency']
cd11523,PaidCourse,https://www.udacity.com/course/discovering-business-analytics--cd11523,an hour,Discovery,Discovering Business Analytics,"Business analytics is one of the highest-impact, most in-demand skills. This course will introduce you to some basic concepts and terms that you'll need to step into business analytics.",['Business Analytics Awareness']
cd0696,PaidCourse,https://www.udacity.com/course/email-marketing--cd0696,12 days,Beginner,Email Marketing,"Email is an effective marketing channel, especially at the conversion and retention stage of the customer journey.  In this course, you learn how to create an email marketing strategy, create and execute email campaigns, and measure the results.","['A/B testing', 'Email contact forms', 'Email marketing content', 'Email marketing metrics', 'Mailchimp']"
cd0695,PaidCourse,https://www.udacity.com/course/digital-advertising--cd0695,17 days,Beginner,Digital Advertising,"This course is about effectively engaging audiences with digital advertising across websites, mobile apps, streaming videos and other types of digital content through programmatic technology, campaign planning frameworks, and the Google Ads self-serve campaign management platform. Consumers are increasingly spending more of their time online through a variety of connected devices. Advertisers can now promote their products or services through targeted display, video and audio ads in a way that is non-disruptive - and increasingly integrated into the digital experience for these customers.
","['Ad campaign management', 'Audience targeting', 'Display advertising', 'Google ads', 'Native advertising', 'Programmatic display advertising', 'Video advertising']"
cd0694,PaidCourse,https://www.udacity.com/course/search-engine-marketing--cd0694,9 days,Beginner,Search Engine Marketing (SEM),"Optimizing visibility in search engine results is an essential part of Digital Marketing. Reinforcing findability through Search Engine Marketing (SEM) is an effective tactic to achieve your marketing objectives.  In this course, you learn how to create, execute, and optimize an effective ad campaign using AdWords by Google. ","['A/B testing', 'Cost per click', 'Digital marketing metrics', 'Dynamic search ads', 'Google ads', 'Keyword lists', 'Search engine ad ranking', 'Search text ads']"
cd0693,PaidCourse,https://www.udacity.com/course/search-engine-optimization-essentials--cd0693,10 days,Beginner,Search Engine Optimization (SEO),"Search engines are an essential part of the online experience. Learn how to optimize your search engine presence through on-site and off-site activities, including how to develop your target keyword list, optimize your website UX and design, and analyze a website to give SEO recommendations.","['Keyword lists', 'Link building', 'SEO audits', 'Search engine optimization']"
cd0692,PaidCourse,https://www.udacity.com/course/social-media-marketing--cd0692,16 days,Beginner,Social Media Marketing,"Social Media is a powerful channel for marketers.  In this course, you learn more about the main social media platforms, how to manage your social media presence, leveraging organic and paid to advertise, and creating effective content for each platform. ","['Content calendars', 'Digital marketing campaign evaluation', 'Facebook ads', 'Leveraging social media influencers', 'Social media advertising', 'Social media campaign objectives', 'Social media community management', 'Social media content', 'Social media marketing', 'Social media marketing metrics', 'Social media marketing platforms', 'Target personas']"
cd0691,PaidCourse,https://www.udacity.com/course/marketing-data-and-technology--cd0691,20 days,Beginner,Marketing Data and Technology,"Measurability is what makes Digital Marketing uniquely powerful. Actions online can be tracked, and so can the effect of your digital marketing and advertising efforts. In this course, you'll learn how to use Google Analytics to evaluate your audience, measure the success of your acquisition, engagement efforts, evaluate your user’s conversions to your goals, and use those insights to plan and optimize your marketing budgets. ","['A/B testing', 'Agile marketing', 'Audience evaluation', 'Conversion tracking', 'Digital marketing metrics', 'Google analytics fundamentals', 'MarTech fluency', 'Marketing KPIs', 'Utm codes']"
cd0690,PaidCourse,https://www.udacity.com/course/marketing-fundamentals--cd0690,14 days,Beginner,Marketing Fundamentals,"This course covers the fundamentals of digital marketing, including the what, why, where, when, and how of marketing your business to the appropriate audience.","['Branding strategy', 'Competitive analysis', 'Content calendars', 'Content marketing strategy', 'Customer journey maps', 'Empathy maps', 'Marketing KPIs', 'Marketing channels', 'Marketing fundamentals', 'Marketing metrics', 'Marketing objectives', 'Target personas', 'Value proposition']"
cd0668,PaidCourse,https://www.udacity.com/course/calculus-essentials--cd0668,2 hours,Beginner,Calculus Essentials,"This course covers foundational topics in Calculus. You will learn the foundations of calculus and understand how to train a neural network: plotting, derivatives, the chain rule, and more. You will also see how these mathematical skills visually come to life with a neural network example.","['Backpropagation', 'Chain rule application', 'Derivatives', 'Gradient descent', 'Implicit differentiation', 'Integrals', 'Limits of functions']"
cd0667,PaidCourse,https://www.udacity.com/course/linear-algebra-essentials--cd0667,12 days,Beginner,Linear Algebra Essentials,"Learn the basics of the beautiful world of Linear Algebra and
why it is such an important mathematical tool in the world of AI.","['Linear algebra', 'Matrix multiplication', 'NumPy', 'Systems of linear equations', 'Vector visualization', 'matplotlib']"
cd0666,PaidCourse,https://www.udacity.com/course/numpy-pandas-matplotlib--cd0666,10 days,Beginner,"Numpy, Pandas, Matplotlib","Let's focus on library packages for Python, such as Numpy (which adds support for large data), Pandas (which is used for data manipulation and analysis) and Matplotlib (which is used for data visualization).
",[]
cd0633,PaidCourse,https://www.udacity.com/course/application-security--cd0633,29 days,Intermediate,Application Security,"Explore the history of application security and gain insights into key concepts in the field. Review the OWASP Top 10, along with best practices to mitigate common vulnerabilities. Apply essential techniques for conducting penetration testing. Perform static code scans using special software and manually test a web application. Understand methods for performing Static Application Security Testing (SAST) and interpret the test results. Write effective security reports and calculate vulnerability severity using the CVSS v3.1 standard. Communicate findings with development and QA teams to collaboratively enhance application security.","['Adversarial simulation', 'Application security best practices', 'Brute force attacks', 'Cross-functional collaboration', 'Cvss', 'Cybersecurity reconnaissance', 'Fuzzing', 'Hashing', 'Owasp', 'Owasp top-10', 'Report writing', 'Security risk classification', 'Shift-left testing', 'Software development lifecycle', 'Static application security testing', 'Vulnerability assessment', 'Vulnerability exploitation', 'Vulnerability management', 'Vulnerability patching']"
cd0632,PaidCourse,https://www.udacity.com/course/infrastructure-security--cd0632,a month,Intermediate,Infrastructure Security,"In this course, you will be introduced to the industry best practices for security configurations and controls.","['Access control models', 'Access management', 'Adversarial simulation', 'Backup strategy', 'Credential management', 'Cybersecurity framework implementation', 'Cybersecurity risk management', 'Cybersecurity segregation of duties', 'Cybersecurity standards fluency', 'Disaster recovery plans', 'Endpoint security', 'Firewall configuration', 'Firewalls', 'Golden images', 'Ipv6 security', 'It asset management', 'Logging', 'Mandatory access control', 'Microservices security', 'Microsoft domain isolation policy design', 'Multi-factor authentication', 'Network access control lists', 'Network monitoring', 'Network segmentation', 'Nmap', 'Packet analysis', 'Perimeter security', 'Principle of least privilege', 'Public key certificate management', 'Remote access management', 'Role-based access control', 'Security auditing', 'Security information and event management', 'Security patch management', 'Tcp/ip', 'Threat mitigation', 'VPN', 'Virtual lan', 'Vulnerability assessment', 'Vulnerability management', 'Vulnerability patching', 'Vulnerability scanning', 'Web application firewalls', 'Wireshark']"
cd0631,PaidCourse,https://www.udacity.com/course/system-security--cd0631,30 days,Intermediate,Systems Security,"In this course, you will learn about implementing authentication and authorization  You will learn how to build and utilize tools that can alert you to system security breaches and you'll know how to effectively counter them.","['Access management', 'Advanced persistent threat', 'Chroot jails', 'Cve', 'Cybersecurity advisories', 'Data encryption', 'Data security fundamentals', 'File integrity monitoring', 'Firewalls', 'Host-based idss', 'Intrusion detection systems', 'Intrusion prevention', 'Mandatory access control', 'Operating system hardening', 'Osquery', 'Server hardening strategy', 'Threat hunting', 'Unix os hardening', 'Vulnerability assessment', 'Vulnerability exploitation', 'Vulnerability patching', 'Vulnerability scanning', 'Yara rules']"
cd0630,PaidCourse,https://www.udacity.com/course/security-engineering-fundamentals--cd0630,28 days,Intermediate,Security Engineering Fundamentals,"This course introduces the fundamental concepts and practices of security engineering including basic security principles and practical applications of cryptography. You will also learn strategies to implement risk evaluation, security review, and audit.","['Application security best practices', 'Authentication', 'Authorization', 'Cia triad', 'Cryptography', 'Cybersecurity business context', 'Cybersecurity compliance', 'Cybersecurity controls', 'Cybersecurity fluency', 'Cybersecurity grc', 'Cybersecurity resource fluency', 'Cybersecurity risk management', 'Cybersecurity standards fluency', 'Cybersecurity strategy', 'Data encryption', 'Hashing', 'Non-repudiation', 'Owasp', 'Public key certificates', 'Public key infrastructure', 'Report writing', 'Security architecture fundamentals', 'Security auditing', 'Threat modeling', 'Vulnerability assessment']"
cd0581,PaidCourse,https://www.udacity.com/course/building-a-reproducible-model-workflow--cd0581,29 days,Advanced,Building a Reproducible Model Workflow,"This course empowers the students to be more efficient, effective, and productive in modern, real-world ML projects by adopting best practices around reproducible workflows. In particular, it teaches the fundamentals of MLops and how to: a) create a clean, organized, reproducible, end-to-end machine learning pipeline from scratch using MLflow b) clean and validate the data using pytest c) track experiments, code, and results using GitHub and Weights & Biases d) select the best-performing model for production and e) deploy a model using MLflow. Along the way, it also touches on other technologies like Kubernetes, Kubeflow, and Great Expectations and how they relate to the content of the class. ","['Data cleaning', 'Data pre-processing for ML', 'Data splitting', 'Data validation', 'Data versioning', 'Deterministic data testing', 'Exploratory data analysis', 'Hydra', 'Inference pipelines', 'MLflow', 'Machine learning configuration management', 'Machine learning experiment tracking', 'Machine learning pipeline creation', 'Model deployment', 'Model evaluation', 'Model performance metrics', 'Model testing', 'Non-deterministic data testing', 'Pytest', 'Weights & biases']"
cd0547,PaidCourse,https://www.udacity.com/course/react-and-redux--cd0547,a month,Intermediate,React and Redux,The focus of the course is on managing state in an application. You will learn about Redux and the Redux ecosystem as a powerful tool to help you accomplish this.  You will also learn how to use advanced testing techniques using JEST. ,"['Application architecture', 'Application development best practices', 'Application state management with redux', 'Asynchronous redux', 'Automation testing', 'Behavioral software testing', 'Create react app', 'Data lifecycle management', 'Fetching data', 'Functional testing', 'Futures and promises', 'Integration testing', 'Jest', 'React component state', 'React hooks', 'React router', 'React-redux bindings', 'Redux middleware', 'Redux-thunk', 'Software testing', 'Test-driven development', 'Unit testing', 'Web forms']"
cd0546,PaidCourse,https://www.udacity.com/course/react-fundamentals--cd0546,16 days,Intermediate,React Fundamentals,"In this course, you'll learn fundamental React concepts and create interactive React components for web applications using JSX to render UI, manage state, and handle lifecycle events.","['Basic react', 'Create react app', 'JavaScript composition', 'JavaScript functions', 'Jsx', 'React component state', 'React design patterns', 'React hooks', 'React router']"
cd0463,PaidCourse,https://www.udacity.com/course/knowledge-mining-with-azure-cognitive-search--cd0463,18 days,Advanced,Knowledge Mining With Azure AI Search,"In this course, you'll learn how to build end-to-end solutions with Azure Cognitive Search.  You'll learn how to import data into Cognitive Search, enrich data using built-in and custom skills, and consume data from Cognitive Search in your applications.  ","['Application monitoring with Azure', 'Azure cognitive search', 'Azure cognitive search data import', 'Azure cognitive search indexers', 'Azure cognitive search queries', 'Requirements gathering', 'Search applications business context']"
cd0462,PaidCourse,https://www.udacity.com/course/building-nlp-and-conversational-ai-solutions-with-azure--cd0462,17 days,Advanced,Building NLP and Conversational AI Solutions with Azure,"In this course, you'll design and build bot solutions on the Azure platform using the Microsoft Bot Framework, language understanding models with the LUIS service, knowledge bases with the Azure QnA service, and integrate Azure Cognitive Text Analytics and speech services.","['Azure cognitive services', 'Azure conversational ai', 'Azure conversational ai agents', 'Azure text analytics', 'Basic github', 'CI/CD', 'Entity recognition', 'Ethical AI', 'Intent recognition', 'Key phrase extraction', 'Microsoft bot framework', 'NLP business context', 'Requirements gathering', 'Sentiment analysis']"
cd0461,PaidCourse,https://www.udacity.com/course/building-computer-vision-solutions-with-azure--cd0461,a month,Advanced,Building Computer Vision Solutions with Azure,"This course is designed for anyone who would like to use computer vision technology in their application to solve a business problem. You will begin by learning what computer vision is and its business use cases through real-life business use cases. You will then learn to create solutions using different types of vision-based Azure Cognitive Services, including Azure Form Recognizer for text extraction, Azure Face and Video Analyzer for facial detection and recognition, and Azure Computer Vision and Custom Vision for image classification and object detection. Finally, you will learn and apply the deployment and monitoring tools to ensure that your solution is complete and runs smoothly.","['Application monitoring with Azure', 'Azure cognitive services', 'Azure form recognizer', 'Azure model and data deletion', 'Azure model and data export', 'Azure video analyzer', 'Bounding boxes', 'Computer vision business context', 'Data science fluency', 'Face detection', 'Face landmarks and attributes', 'Facial recognition', 'Form recognition', 'Image classification', 'Model deployment with Azure', 'Object detection', 'Optical character recognition', 'Role-based access control']"
cd0455,PaidCourse,https://www.udacity.com/course/implementing-privacy-in-software-applications--cd0455,25 days,Intermediate,Implementing Privacy in Software Applications,"This  course is designed with two types of people in mind: 
1) Engineers who hadn't really delved into privacy engineering,
and 2) those who have only basic technical skills, but a strong interest in privacy engineering.  We learn how the basic principles that privacy engineers follow when evaluating and building software. We'll look at some common legal requirements that privacy engineers must reckon with in many parts of the world and how to implement those requirements for your application or platform. As we go over privacy engineering for compliance, we'll learn that an essential step is to first identify, then track or catalog sensitive data within our system. And finally, we will learn how to manage and protect data using data minimization.","['Data encryption', 'Data minimization', 'Data privacy fundamentals', 'Data privacy regulations', 'Hashing', 'Obfuscation for data minimization', 'Privacy by design framework', 'Redaction for data minimization', 'Right to be forgotten', 'Sensitive data tracking', 'Tiers of deletion']"
cd0454,PaidCourse,https://www.udacity.com/course/organizational-privacy-engineering--cd0454,20 days,Intermediate,Organizational Privacy Engineering,"Privacy engineering isn’t all technical—it requires a culture of privacy to be built into organizations. This course outlines the fundamentals of privacy that are critical to implement in an organization. It is important to understand the privacy landscape, the techniques and controls that are available, and proper privacy assessment.","['Child privacy regulations', 'Data anonymization', 'Data lifecycle management', 'Data privacy classification', 'Data privacy fundamentals', 'Data privacy principles', 'Electronic communications regulations', 'Financial privacy regulations', 'Healthcare privacy regulations', 'K-anonymization', 'Privacy risk assessment', 'Regional privacy regulations', 'Report writing']"
cd0444,PaidCourse,https://www.udacity.com/course/react-native--cd0444,24 days,Intermediate,React Native,"Explore the possibilities of React Native for building hybrid phone apps; learn how to create push notifications, display customer information, and create interactive view for your user!","['Code debugging', 'Css-in-js', 'Expo', 'Flexbox', 'Mobile app stores', 'Mobile app styling', 'Mobile data management', 'React data management', 'React native asyncstorage', 'React native basics', 'React native components', 'React native development environment', 'React native interactive features', 'React native navigation', 'React native os APIs', 'React native stylesheet API', 'React native styling', 'React styling', 'Redux actions', 'Redux reducers', 'Redux stores', 'Redux toolkit']"
cd0428,PaidCourse,https://www.udacity.com/course/java-script-and-the-dom--cd0428,13 days,Intermediate,JavaScript and the DOM,"Dive into the essentials of JavaScript and its powerful relationship with the Document Object Model (DOM). This course covers fundamental JavaScript syntax, enabling you to manipulate web content dynamically. You'll explore how to create content and respond to browser events, enhancing user interactions on your site. Performance optimization techniques will help you write efficient code. In the final project, you’ll apply all of your learned concepts to develop a fully functional web project, showcasing your ability to merge JavaScript with HTML and CSS for a seamless user interface.","['CSS', 'Control flow in JavaScript', 'DOM manipulation', 'Dom events', 'JavaScript syntax', 'JavaScript variables', 'The JavaScript call stack', 'The document object model', 'Website performance optimization']"
cd0427,PaidCourse,https://www.udacity.com/course/web-development-fundamentals--cd0427,15 days,Intermediate,Web Development Fundamentals,"In this course, you’ll obtain the knowledge and skills to start building professional web pages. You'll learn modern best practices and coding standards for content and page styling with HTML and CSS, as well as responsive layouts, Flexbox, and CSS Grid. With these skills, you'll create a business landing page that meets modern responsiveness and semantic standards.","['CSS', 'Code debugging', 'Flexbox', 'HTML', 'Ides', 'Responsive web design', 'Website layout']"
cd0419,PaidCourse,https://www.udacity.com/course/introduction-to-version-control--cd0419,15 days,Beginner,Introduction to Version Control,Learn how to use version control to save and share your projects with others.,"['Git', 'Unix shell']"
cd0397,PaidCourse,https://www.udacity.com/course/incident-response-and-business-continuity-architecture-planning-design-and-implementation--cd0397,16 days,Intermediate,"Incident Response and Business Continuity Architecture Planning, Design and Implementation","In this course, you'll learn how to plan and implement incident response and business continuity in a cloud environment. ","['Business continuity automation', 'Business continuity planning for cloud', 'Business continuity playbooks', 'Cloud asset isolation', 'Cybersecurity alerts', 'Cybersecurity incident containment', 'Cybersecurity incident response automation', 'Cybersecurity incident response playbooks', 'Incident response planning for cloud', 'It asset inventories', 'Logging']"
cd0396,PaidCourse,https://www.udacity.com/course/infrastructure-and-network-security-architecture-planning-and-design--cd0396,16 days,Intermediate,Infrastructure and Network Security Architecture Planning and Design,"In this course, you'll learn how to plan and build the architecture to ensure that your organization's security is up to date and well defended. ","['Antivirus definition update pipelines', 'Clam antivirus', 'Cyber kill chain model', 'Cybersecurity APIs', 'Cybersecurity alert enrichment', 'Cybersecurity incident response playbooks', 'Did framework', 'Intelligence-driven security', 'Mitre att&ck', 'Network security fundamentals', 'Scalable security services', 'Security services integration', 'Stride framework', 'Threat modeling', 'Threat profiling', 'Threat-driven security', 'Togaf framework', 'Webhook security alerts', 'Zachman framework']"
cd0395,PaidCourse,https://www.udacity.com/course/enterprise-identity-and-access-control--cd0395,29 days,Intermediate,Enterprise Identity and Access Control,"This course focuses on identity and access management.  As a security architect, implementing an organization-wide strategy for strong Identity and access management can greatly improve the security posture of the organization. IAM can be tricky to architect and implement. Too much access can lead to data exposure, whereas, too little access can lead to business hindrance. A fine balance is required while designing a strong IAM model. We will be covering some of those concepts and methodologies in this course.","['AWS config', 'Access control matrices', 'Access control models', 'Attribute-based access control', 'Cloud security in AWS', 'Iam policies', 'Iam restrictions', 'Iam roles', 'Principle of least privilege', 'Role-based access control']"
cd0394,PaidCourse,https://www.udacity.com/course/security-architecture-planning-and-design--cd0394,16 days,Intermediate,Security Architecture Planning and Design,"This course introduces the fundamental security planning, design, and systems thinking concepts that are used throughout security architecture. As networks and applications grow more complex, the need to identify potential sources of weakness that are a product of that complexity becomes crucial. Students who complete this course will be equipped with the skills to identify and evaluate risks in systems, assess whether or not risks are acceptable, and work alongside stakeholders to prioritize remediation efforts.","['Ccpa', 'Cybersecurity business context', 'Cybersecurity framework implementation', 'Cybersecurity grc', 'Cybersecurity risk management', 'Cybersecurity standards fluency', 'Cybersecurity trust models', 'Draw.io', 'Gdpr', 'Hipaa', 'Iso 27001', 'Nist cybersecurity framework', 'Pci-dss', 'Secure application architecture design', 'Security risk classification', 'Threat modeling']"
cd0393,PaidCourse,https://www.udacity.com/course/enterprise-endpoint-security--cd0393,21 days,Beginner,Enterprise Endpoint Security," In this course, you will learn about how to craft Enterprise level Endpoint security policies and hardening strategies. ","['Cloud hardening strategy', 'Control systems hardening strategy', 'Cybersecurity compliance', 'Cybersecurity policy writing', 'Device hardening strategy', 'It asset management', 'Mobile device management', 'Server hardening strategy', 'Vulnerability management', 'Zero trust security model']"
cd0392,PaidCourse,https://www.udacity.com/course/enterprise-wide-application-security--cd0392,24 days,Beginner,Enterprise-Wide Application Security,"Application security is a critical part of any enterprise security plan. We will be cover how to perform a threat assessment by doing threat modeling and pen testing. This course will teach mitigation and defensive strategies in an application software development lifecycle. The focus will be on covering how enterprises bake security into their lifecycle by shifting security left and the different ways they enhance their security posture across on-premise, cloud, containers, and APIs. ","['API security', 'Application code vulnerabilities', 'Container vulnerability management', 'DevSecOps', 'Nessus', 'Penetration testing', 'Software development lifecycle', 'Threat modeling', 'Trivy']"
cd0391,PaidCourse,https://www.udacity.com/course/enterprise-perimeter-and-network-security--cd0391,28 days,Beginner,Enterprise Perimeter and Network Security,"In this course, you'll learn how to: design a secure network architecture; build secure network architectures in Azure; set up continuous monitoring and alerts using a SIEM; and create a Zero Trust Model.","['Azure architecture', 'Cybersecurity incident response playbooks', 'Did framework', 'Ioc management', 'It continuous monitoring', 'Network security with Azure', 'Network segmentation', 'Network topologies', 'Sabsa framework', 'Secure network architecture design', 'Security devices', 'Security information and event management', 'Soar platforms', 'VPN', 'Zero trust security model']"
cd0390,PaidCourse,https://www.udacity.com/course/managing-freelancing-projects--cd0390,22 days,Beginner,Managing Freelancing Projects,"This course will prepare you for managing freelancing projects, from sourcing clients through project completion and payment.","['Expressions of interest', 'Freelance pricing frameworks', 'Freelancing platforms', 'Invoicing', 'Non-disclosure agreements', 'Project management', 'Project scoping', 'Service agreements', 'Stakeholder management', 'Trello']"
cd0389,PaidCourse,https://www.udacity.com/course/freelancing-101-and-preparing-to-market-yourself--cd0389,9 days,Beginner,Freelancing 101 and Preparing to Market Yourself ,"This course steps you through the basics of digital freelancing and what you need to know to be a successful freelancer, including how and where to market yourself and your skills and set yourself apart.","['Brand design', 'Elevator pitches', 'Formal written communication', 'Portfolio websites', 'Professional networking', 'Resumes', 'Social media presence']"
cd0387,PaidCourse,https://www.udacity.com/course/deep-learning-topics-with-computer-vision-and-nlp--cd0387,20 days,Intermediate,Deep Learning Topics with Computer Vision and NLP,"In this course you will learn how to train, finetune and deploy deep learning models using Amazon SageMaker.

You’ll begin by learning what deep learning is, where it is used, and the tools used by deep learning engineers. Next we will learn about artificial neurons and neural networks and how to train them. After that we will learn about advanced neural network architectures like Convolutional Neural Networks and BERT as well as how to finetune them for specific tasks. Finally, you will learn about Amazon SageMaker and you will take everything you learned and do them in SageMaker Studio.","['Convolutional neural networks', 'Deep learning fluency', 'Deep learning model optimization', 'Hyperparameter tuning', 'Image classification', 'Machine learning framework fundamentals', 'Model deployment with sagemaker', 'Model performance metrics', 'Neural network basics', 'PyTorch', 'Sagemaker debugger', 'Sagemaker jumpstart', 'Sagemaker training jobs', 'Text classification', 'Training neural networks', 'Transfer learning', 'Transformer neural networks']"
cd0386,PaidCourse,https://www.udacity.com/course/developing-your-first-ml-workflow--cd0386,20 days,Intermediate,Developing your First ML Workflow,"This course discusses how to use AWS services to train a model, deploy a model, and how to use AWS Lambda Functions, Step Functions to compose your model and services into an event-driven application.","['AWS lambda', 'AWS step functions', 'Machine learning pipeline creation', 'Model monitoring', 'Sagemaker batch transform jobs', 'Sagemaker clarify', 'Sagemaker feature store', 'Sagemaker model endpoints', 'Sagemaker model monitor', 'Sagemaker pipelines', 'Sagemaker processing', 'Sagemaker training jobs']"
cd0385,PaidCourse,https://www.udacity.com/course/introduction-to-machine-learning--cd0385,24 days,Intermediate,Introduction to Machine Learning,"Gain foundational machine learning expertise using AWS SageMaker, from data preparation and exploratory analysis to deploying powerful models like XGBoost and AutoGluon. Covering the entire ML workflow, including feature engineering, model tuning, and evaluation, you'll gain practical experience with real-world data projects. Designed for those familiar with Python and data science basics, the curriculum equips you to handle diverse ML tasks confidently and effectively, making it ideal for anyone looking to apply machine learning in various professional and industry settings.","['AI business context', 'Amazon s3', 'Autogluon', 'Automated machine learning', 'Data loading with sagemaker', 'Dataset annotation', 'Feature engineering', 'Hyperparameter tuning', 'Linear models', 'Machine learning dataset fundamentals', 'Machine learning fluency', 'Machine learning lifecycle', 'Machine learning use cases', 'Model performance metrics', 'Model training', 'Pandas', 'Sagemaker data wrangler', 'Sagemaker ground truth', 'Sagemaker jumpstart', 'Sagemaker studio notebooks', 'Tree-based models', 'Xgboost', 'scikit-learn']"
cd0384,PaidCourse,https://www.udacity.com/course/java-application-deployment--cd0384,28 days,Beginner,Java Application Deployment,"This course introduces Java ecosystem topics that are necessary to develop production-ready applications. It starts by covering the construction and makeup of Java program artifacts. You will learn how Java program code is compiled, packaged and executed. Next, you’ll learn how to use Maven to automate and customize the build process, as well as manage external project dependencies. This course also covers the topic of Modules, introduced in Java 9. In addition to build topics, this course will also teach you to use the tools of JUnit 5 to write unit tests and evaluate code coverage. To expand our testing capabilities for complex applications, the Mockito library and test doubles will be covered as well.","['Integration testing', 'Intellij', 'JRE', 'Java modules', 'Jdk', 'Jlink', 'Jshell', 'Junit', 'Maven', 'Mockito', 'Unit testing', 'Wiremock']"
cd0382,PaidCourse,https://www.udacity.com/course/introduction-to-r-programming--cd0382,18 days,Beginner,Introduction to R Programming,"In this course, you’ll learn to represent and store data using R data types and variables, and use conditionals
and loops to control the flow of your programs. You’ll harness the power of complex data structures like
lists, sets, dictionaries, and tuples to store collections of related data. You’ll define and document your
own custom functions, write scripts, and handle errors. You will also learn to use two powerful R libraries -
Numpy, a scientific computing package, and Pandas, a data manipulation package.","['Control flow in r', 'Data structures', 'Ides', 'R data structures', 'R function definition', 'R syntax']"
cd0381,PaidCourse,https://www.udacity.com/course/advanced-java-programming-techniques--cd0381,26 days,Intermediate,Advanced Java Programming Techniques,"The best Java programs combine excellent software designs with modern language features. This course will teach you some lesser known features of Java, such as functional programming, I/O, serialization, and reflection. Strengthen your software design intuition by exploring the design ideas that underpin understandable, extensible and scalable software systems. Learn the basic concepts and techniques of concurrent programming in Java, so your programs can take advantage of modern, multi-core hardware.","['Aspect-oriented programming', 'Behavioral design patterns', 'Computer memory familiarity', 'Concurrent computing', 'Creational design patterns', 'Data deserialization', 'Data encoding', 'Data serialization', 'Dependency injection', 'Design pattern fundamentals', 'Functional programming', 'JRE', 'Java best practices', 'Java files API', 'Java reflection', 'Java stream API', 'Parallel computing', 'Programming paradigms', 'Resource leaks', 'Structural design patterns', 'Threading']"
cd0380,PaidCourse,https://www.udacity.com/course/communicating-with-natural-language--cd0380,22 days,Advanced,Communicating with Natural Language,Learn voice user interface techniques that turn speech into text and vice versa. Build a speech recognition model using deep neural networks.,"['Alexa skill creation', 'Alexa skill deployment', 'Feature extraction', 'Speech recognition', 'Voice user interfaces']"
cd0379,PaidCourse,https://www.udacity.com/course/computing-with-natural-language--cd0379,a month,Advanced,Computing With Natural Language,"Learn advanced techniques like word embeddings, deep learning attention, and more. Build a machine translation model using recurrent neural network architectures.","['Attention mechanisms', 'Fasttext', 'Feature extraction', 'Glove', 'Image caption generation', 'Information extraction', 'Information retrieval', 'Machine translation', 'NLP models', 'Question answering systems', 'Text summarization', 'Word2vec']"
cd0378,PaidCourse,https://www.udacity.com/course/operationalizing-machine-learning-on-sagemaker--cd0378,24 days,Intermediate,Operationalizing Machine Learning on SageMaker,"This course covers advanced topics related to deploying professional machine learning projects on SageMaker. Students will learn how to maximize output while decreasing costs. They will also learn how to deploy projects that can handle high traffic, how to work with especially large datasets, and how to approach security in machine learning AWS applications. ","['AWS lambda', 'AWS storage services', 'Amazon elastic compute cloud', 'Cloud cost management', 'Cloud performance management', 'Cloud resource allocation', 'Cloud security in AWS', 'Distributed model training with sagemaker', 'Sagemaker autoscaling', 'Sagemaker feature store', 'Sagemaker logs', 'Training data manifest files', 'Vpc']"
cd0377,PaidCourse,https://www.udacity.com/course/intro-to-natural-language-processing--cd0377,15 days,Advanced,Introduction to Natural Language Processing,"This section provides an overview of the program and introduces the fundamentals of Natural Language Processing through symbolic manipulation, including text cleaning, normalization, and tokenization. You'll then build a part of speech tagger using hidden Markov models.",[]
cd0376,PaidCourse,https://www.udacity.com/course/data-security--cd0376,19 days,Beginner,Data Security,"We start by exploring the concept of data governance, so that students can build the foundation for understanding, classifying, and protecting data. Students learn to navigate the variety of compliance regulations that apply to data security and create policies that prevent unauthorized disclosure of information Students focus on protecting confidentiality, integrity, and availability of data through concepts like encryption, auditing, file integrity, and backup strategies.","['Backup strategy', 'Cybersecurity compliance', 'Data encryption', 'Data privacy classification', 'Data privacy regulations', 'Data security policy writing', 'File integrity monitoring', 'Hashing', 'Identity and access management fundamentals', 'Security auditing']"
